journal_title|article_title|article_link
ZDM – Mathematics Education|Mathematical modelling and discrete mathematics: opportunities for modern mathematics teaching|https://link.springer.com/article/10.1007/s11858-022-01339-5
ZDM – Mathematics Education|Correction to: Chinese students’ access, use and perceptions of ICTs in learning mathematics: findings from an investigation of Shanghai secondary schools|https://link.springer.com/article/10.1007/s11858-022-01383-1
ZDM – Mathematics Education|Chinese students’ access, use and perceptions of ICTs in learning mathematics: findings from an investigation of Shanghai secondary schools|https://link.springer.com/article/10.1007/s11858-022-01363-5
ZDM – Mathematics Education|Impacts of classroom teaching practices on students’ mathematics learning interest, mathematics self-efficacy and mathematics test achievements: a secondary analysis of Shanghai data from the international video study Global Teaching InSights|https://link.springer.com/article/10.1007/s11858-022-01343-9
ZDM – Mathematics Education|Reflections on David Clarke’s intellectual legacy|https://link.springer.com/article/10.1007/s11858-021-01292-9
ZDM – Mathematics Education|Towards an international lexicon|https://link.springer.com/article/10.1007/s11858-022-01349-3
ZDM – Mathematics Education|The Learner’s Perspective Study Methodology: a legacy for future researchers|https://link.springer.com/article/10.1007/s11858-022-01360-8
ZDM – Mathematics Education|Learning research in a laboratory classroom: a reflection on complementarity and commensurability among multiple analytical accounts|https://link.springer.com/article/10.1007/s11858-022-01330-0
ZDM – Mathematics Education|Investigating teacher noticing and learning in Australia, China, and Germany: a tale of three teachers|https://link.springer.com/article/10.1007/s11858-022-01361-7
ZDM – Mathematics Education|Advancing video research methodology to capture the processes of social interaction and multimodality|https://link.springer.com/article/10.1007/s11858-021-01323-5
ZDM – Mathematics Education|Teachers’ guidance of students’ focus toward lesson objectives: how does a competent teacher make decisions in the key interactions?|https://link.springer.com/article/10.1007/s11858-022-01345-7
ZDM – Mathematics Education|Exploring students’ mathematical discussions in a multi-level hybrid learning environment|https://link.springer.com/article/10.1007/s11858-022-01364-4
ZDM – Mathematics Education|What does it take to learn about teaching and learning in classrooms across cultures?|https://link.springer.com/article/10.1007/s11858-022-01369-z
ZDM – Mathematics Education|Discussing students’ thinking and perspectives for improving teaching: An analysis of teachers’ reflection in post-lesson discussions in lesson study cycles|https://link.springer.com/article/10.1007/s11858-022-01371-5
ZDM – Mathematics Education|Mathematical creativity and mathematical giftedness in the primary school age range: an interview study on creating figural patterns|https://link.springer.com/article/10.1007/s11858-022-01328-8
ZDM – Mathematics Education|Can mathematical modelling work as a creativity-demanding activity? An empirical study in China|https://link.springer.com/article/10.1007/s11858-021-01316-4
ZDM – Mathematics Education|Creativity in problem solving: integrating two different views of insight|https://link.springer.com/article/10.1007/s11858-021-01304-8
ZDM – Mathematics Education|Students’ collaborative creative process and its phases in mathematics: an explorative study using dual eye tracking and stimulated recall interviews|https://link.springer.com/article/10.1007/s11858-022-01327-9
ZDM – Mathematics Education|The relation between creativity and students’ performance on different types of geometrical problems in elementary education|https://link.springer.com/article/10.1007/s11858-021-01315-5
ZDM – Mathematics Education|On processes of coloniality and decoloniality of knowledge: notions for analysing the international history of mathematics teaching|https://link.springer.com/article/10.1007/s11858-021-01261-2
ZDM – Mathematics Education|Polish mathematics education periodicals in times of educational reform after the collapse of the Warsaw Pact|https://link.springer.com/article/10.1007/s11858-021-01274-x
ZDM – Mathematics Education|Comparison of the Abitur examination in mathematics in Germany before and after reunification in 1990|https://link.springer.com/article/10.1007/s11858-021-01289-4
ZDM – Mathematics Education|The role of textbook quality in first graders’ ability to solve quantitative comparisons: a multilevel analysis|https://link.springer.com/article/10.1007/s11858-021-01266-x
ZDM – Mathematics Education|Towards a research base for textbooks as teacher support: the case of engaging students in active knowledge organization in the KOSIMA project|https://link.springer.com/article/10.1007/s11858-021-01245-2
ZDM – Mathematics Education|Levering change: the contributory role of a mathematics teaching framework|https://link.springer.com/article/10.1007/s11858-021-01273-y
ZDM – Mathematics Education|Connectivity in support of student co-design of innovative mathematics curriculum trajectories|https://link.springer.com/article/10.1007/s11858-021-01297-4
ZDM – Mathematics Education|Mathematics textbooks and curriculum resources as instruments for change|https://link.springer.com/article/10.1007/s11858-021-01309-3
ZDM – Mathematics Education|Theoretical approaches to teachers’ lesson designs involving the adaptation of mathematics textbooks: two cases from kyouzai kenkyuu in Japan|https://link.springer.com/article/10.1007/s11858-021-01269-8
ZDM – Mathematics Education|How automated feedback from a digital mathematics textbook affects primary students’ conceptual development: two case studies|https://link.springer.com/article/10.1007/s11858-021-01263-0
ZDM – Mathematics Education|Designing meta-resources for mathematics teachers in the context of curriculum reforms: the case of digital technology use and student autonomy in France|https://link.springer.com/article/10.1007/s11858-021-01299-2
ZDM – Mathematics Education|An attempt to evaluate STEAM project-based instruction from a school mathematics perspective|https://link.springer.com/article/10.1007/s11858-021-01303-9
ZDM – Mathematics Education|Implementation of a developmental model of teachers' and didacticians’ learning through inquiry: design, operationalisation and outcomes|https://link.springer.com/article/10.1007/s11858-021-01290-x
ZDM – Mathematics Education|Implementation-related research in mathematics education: the search for identity|https://link.springer.com/article/10.1007/s11858-021-01302-w
ZDM – Mathematics Education|Implementation as interaction of research, practice, and policy. Considerations from the Austrian initiative IMST|https://link.springer.com/article/10.1007/s11858-021-01300-y
ZDM – Mathematics Education|Not just “implementation”: the synergy of research and practice in an engineering research approach to educational design and development|https://link.springer.com/article/10.1007/s11858-020-01208-z
ZDM – Mathematics Education|Towards a research base for implementation strategies addressing mathematics teachers and facilitators|https://link.springer.com/article/10.1007/s11858-021-01220-x
ZDM – Mathematics Education|When research met policy: a history of innovation and a complicated relationship in three Swedish development projects in mathematics education, 1960–2018|https://link.springer.com/article/10.1007/s11858-021-01247-0
ZDM – Mathematics Education|Phases of collaborative mathematical problem solving and joint attention: a case study utilizing mobile gaze tracking|https://link.springer.com/article/10.1007/s11858-021-01280-z
ZDM – Mathematics Education|Create your own problem! When given descriptions of real-world situations, do students pose and solve modelling problems?|https://link.springer.com/article/10.1007/s11858-021-01224-7
ZDM – Mathematics Education|Students’ suspension of sense making in problem solving|https://link.springer.com/article/10.1007/s11858-020-01215-0
ZDM – Mathematics Education|A descriptive phase model of problem-solving processes|https://link.springer.com/article/10.1007/s11858-021-01244-3
ZDM – Mathematics Education|Creativity as a function of problem-solving expertise: posing new problems through investigations|https://link.springer.com/article/10.1007/s11858-021-01228-3
ZDM – Mathematics Education|Cultural transposition of a thinking classroom: to conceive possible unthoughts in mathematical problem solving activity|https://link.springer.com/article/10.1007/s11858-021-01256-z
ZDM – Mathematics Education|Basic mental models of integrals: theoretical conception, development of a test instrument, and first results|https://link.springer.com/article/10.1007/s11858-020-01207-0
ZDM – Mathematics Education|How specific can language as resource become for the teaching of algebraic concepts?|https://link.springer.com/article/10.1007/s11858-020-01190-6
ZDM – Mathematics Education|Gaining flexibility in dealing with arithmetic situations: a qualitative analysis of second graders’ development during an intervention|https://link.springer.com/article/10.1007/s11858-021-01257-y
ZDM – Mathematics Education|Designing learning environments to promote academic literacy in mathematics in multilingual secondary mathematics classrooms|https://link.springer.com/article/10.1007/s11858-021-01239-0
ZDM – Mathematics Education|Promoting teacher self-efficacy for supporting English learners in mathematics: effects of the Visual Access to Mathematics professional development|https://link.springer.com/article/10.1007/s11858-021-01227-4
ZDM – Mathematics Education|Enhancing students’ language in collective processes of knowledge construction in group work: the case of enlarging figures|https://link.springer.com/article/10.1007/s11858-021-01253-2
ZDM – Mathematics Education|Capturing teaching practices in language-responsive mathematics classrooms Extending the TRU framework “teaching for robust understanding” to L-TRU|https://link.springer.com/article/10.1007/s11858-020-01187-1
ZDM – Mathematics Education|Opportunities for language enhancement in a learning environment designed on the basis of the theory of didactical situations|https://link.springer.com/article/10.1007/s11858-020-01199-x
ZDM – Mathematics Education|Language-responsive support for multiplicative thinking as unitizing: results of an intervention study in the second grade|https://link.springer.com/article/10.1007/s11858-020-01206-1
ZDM – Mathematics Education|Designing and enacting instruction that enhances language for mathematics learning: a review of the state of development and research|https://link.springer.com/article/10.1007/s11858-020-01213-2
ZDM – Mathematics Education|Learning about noticing, by, and through, noticing|https://link.springer.com/article/10.1007/s11858-020-01192-4
ZDM – Mathematics Education|Do cultural norms influence how teacher noticing is studied in different cultural contexts? A focus on expert norms of responding to students’ mathematical thinking|https://link.springer.com/article/10.1007/s11858-020-01197-z
ZDM – Mathematics Education|How context specific is teachers’ analysis of how representations are dealt with in classroom situations? Approaching a context-aware measure for teacher noticing|https://link.springer.com/article/10.1007/s11858-020-01204-3
ZDM – Mathematics Education|Mathematics teacher learning to notice: a systematic review of studies of video-based programs|https://link.springer.com/article/10.1007/s11858-020-01216-z
ZDM – Mathematics Education|Growth of professional noticing of mathematics teachers: a comparative study of Chinese teachers noticing with different teaching experiences|https://link.springer.com/article/10.1007/s11858-020-01217-y
ZDM – Mathematics Education|When bibliometrics met mathematics education research: the case of instrumental orchestration|https://link.springer.com/article/10.1007/s11858-020-01169-3
ZDM – Mathematics Education|Designing digital technology tasks for the development of functional thinking|https://link.springer.com/article/10.1007/s11858-020-01179-1
ZDM – Mathematics Education|Effects of a professional development program for teaching mathematics with technology on teachers’ beliefs, self-efficacy and practices|https://link.springer.com/article/10.1007/s11858-020-01158-6
ZDM – Mathematics Education|Teaching with digital technology|https://link.springer.com/article/10.1007/s11858-020-01196-0
ZDM – Mathematics Education|Flipped classroom as a reform-oriented approach to teaching mathematics|https://link.springer.com/article/10.1007/s11858-020-01191-5
ZDM – Mathematics Education|Epistemic injustice in mathematics education|https://link.springer.com/article/10.1007/s11858-020-01174-6
ZDM – Mathematics Education|Using crowdsourced mathematics to understand mathematical practice|https://link.springer.com/article/10.1007/s11858-020-01181-7
ZDM – Mathematics Education|Are aesthetic judgements purely aesthetic? Testing the social conformity account|https://link.springer.com/article/10.1007/s11858-020-01156-8
ZDM – Mathematics Education|Histories of mathematical practice: reconstruction, genealogy, and the unruly pasts of ruly knowledge|https://link.springer.com/article/10.1007/s11858-020-01175-5
ZDM – Mathematics Education|Effective design of massive open online courses for mathematics teachers to support their professional learning|https://link.springer.com/article/10.1007/s11858-020-01142-0
ZDM – Mathematics Education|Mapping kindergartners’ quantitative competence|https://link.springer.com/article/10.1007/s11858-020-01138-w
ZDM – Mathematics Education|Preschoolers’ different ways of structuring part-part-whole relations with finger patterns when solving an arithmetic task|https://link.springer.com/article/10.1007/s11858-019-01119-8
ZDM – Mathematics Education|Young students posing problem-solving tasks: what does posing a similar task imply to students?|https://link.springer.com/article/10.1007/s11858-020-01129-x
ZDM – Mathematics Education|Relations between play skills and mathematical skills in toddlers|https://link.springer.com/article/10.1007/s11858-020-01141-1
ZDM – Mathematics Education|Qualities of mathematical discourses in kindergartens|https://link.springer.com/article/10.1007/s11858-020-01146-w
ZDM – Mathematics Education|Research on early childhood mathematics teaching and learning|https://link.springer.com/article/10.1007/s11858-020-01177-3
ZDM – Mathematics Education|Children’s perception of structures when determining cardinality of sets—results of an eye-tracking study with 5-year-old children|https://link.springer.com/article/10.1007/s11858-020-01137-x
ZDM – Mathematics Education|Numeracy and migrant students: a case study of secondary level mathematics education in Norway|https://link.springer.com/article/10.1007/s11858-020-01143-z
ZDM – Mathematics Education|Numeracy, adult education, and vulnerable adults: a critical view of a neglected field|https://link.springer.com/article/10.1007/s11858-020-01155-9
ZDM – Mathematics Education|Whose voices matter? Adults with learning difficulties and the emancipatory potential of numeracy practices|https://link.springer.com/article/10.1007/s11858-020-01133-1
ZDM – Mathematics Education|Numeracy practices and vulnerability in old age: interdependencies and reciprocal effects|https://link.springer.com/article/10.1007/s11858-019-01121-0
ZDM – Mathematics Education|Relationship between pre-service mathematics teachers’ knowledge, beliefs and instructional practices in China|https://link.springer.com/article/10.1007/s11858-020-01145-x
ZDM – Mathematics Education|Analyzing prospective mathematics teachers’ diagnostic processes in a simulated environment|https://link.springer.com/article/10.1007/s11858-020-01139-9
ZDM – Mathematics Education|Profiles of mathematics teachers’ competence and their relation to instructional quality|https://link.springer.com/article/10.1007/s11858-020-01128-y
ZDM – Mathematics Education|Simple pictorial mathematics problems for children: locating sources of cognitive load and how to reduce it|https://link.springer.com/article/10.1007/s11858-019-01091-3
ZDM – Mathematics Education|Teachers’ pedagogical content knowledge in teaching word problem solving strategies|https://link.springer.com/article/10.1007/s11858-019-01115-y
ZDM – Mathematics Education|What makes mathematical word problem solving challenging? Exploring the roles of word problem characteristics, text comprehension, and arithmetic skills|https://link.springer.com/article/10.1007/s11858-019-01118-9
ZDM – Mathematics Education|Supporting primary school students’ reasoning about motion graphs through physical experiences|https://link.springer.com/article/10.1007/s11858-019-01072-6
ZDM – Mathematics Education|The use and potential of Fermi problems in the STEM disciplines to support the development of twenty-first century competencies|https://link.springer.com/article/10.1007/s11858-019-01075-3
ZDM – Mathematics Education|Preparing pre-service mathematics teachers for STEM education: an analysis of lesson proposals|https://link.springer.com/article/10.1007/s11858-019-01071-7
ZDM – Mathematics Education|Teaching strategies to foster techno-mathematical literacies in an innovative mathematics course for future engineers|https://link.springer.com/article/10.1007/s11858-019-01095-z
ZDM – Mathematics Education|Methodological landscape in research on teacher identity in mathematics education: a review|https://link.springer.com/article/10.1007/s11858-018-1009-2
ZDM – Mathematics Education|Connecting the dots: toward a networked framework to conceptualizing identity in mathematics education|https://link.springer.com/article/10.1007/s11858-019-01053-9
ZDM – Mathematics Education|Refusing mathematics: a discourse theory approach on the politics of identity work|https://link.springer.com/article/10.1007/s11858-019-01028-w
ZDM – Mathematics Education|Changing experiences of being, becoming, and belonging: teachers’ professional identity revisited|https://link.springer.com/article/10.1007/s11858-018-1008-3
ZDM – Mathematics Education|Theorising the place of emotion–cognition in research on mathematical identities: the case of early years mathematics|https://link.springer.com/article/10.1007/s11858-018-01021-9
ZDM – Mathematics Education|Mathematics identity research: the state of the art and future directions|https://link.springer.com/article/10.1007/s11858-019-01050-y
ZDM – Mathematics Education|Affective bodying of mathematics, children and difference: choreographing ‘sad affects’ as affirmative politics in early mathematics teacher education|https://link.springer.com/article/10.1007/s11858-019-01045-9
ZDM – Mathematics Education|Teaching whole-number multiplication to promote children’s proportional reasoning: a practice-based perspective from Japan|https://link.springer.com/article/10.1007/s11858-018-0993-6
ZDM – Mathematics Education|Structuring versus counting: critical ways of using fingers in subtraction|https://link.springer.com/article/10.1007/s11858-018-0962-0
ZDM – Mathematics Education|Moving forward with ethnomethodological approaches to analysing mathematics classroom interactions|https://link.springer.com/article/10.1007/s11858-018-0951-3
ZDM – Mathematics Education|Language diversity in mathematics education research: a move from language as representation to politics of representation|https://link.springer.com/article/10.1007/s11858-018-0942-4
ZDM – Mathematics Education|Research frameworks for the study of language in mathematics education|https://link.springer.com/article/10.1007/s11858-018-0997-2
ZDM – Mathematics Education|Developing a reform mathematics curriculum program in Sweden: relating international research and the local context|https://link.springer.com/article/10.1007/s11858-018-0972-y
ZDM – Mathematics Education|Opportunity to learn problem solving in Dutch primary school mathematics textbooks|https://link.springer.com/article/10.1007/s11858-018-0973-x
ZDM – Mathematics Education|Design and research potential of interactive textbooks: the case of fractions|https://link.springer.com/article/10.1007/s11858-018-0971-z
ZDM – Mathematics Education|Does schooling actually perpetuate educational inequality in mathematics performance? A validity question on the measures of opportunity to learn in PISA|https://link.springer.com/article/10.1007/s11858-018-0935-3
ZDM – Mathematics Education|Assessment in mathematics education: responding to issues regarding methodology, policy, and equity|https://link.springer.com/article/10.1007/s11858-018-0963-z
ZDM – Mathematics Education|Combining and integrating formative and summative assessment in mathematics teacher education|https://link.springer.com/article/10.1007/s11858-018-0948-y
ZDM – Mathematics Education|Learners’ use of domain-specific computer-based feedback to overcome logical circularity in deductive proving in geometry|https://link.springer.com/article/10.1007/s11858-018-0950-4
ZDM – Mathematics Education|Assessment in the service of learning: challenges and opportunities or Plus ça Change, Plus c’est la même Chose|https://link.springer.com/article/10.1007/s11858-018-0937-1
ZDM – Mathematics Education|Going beyond structured observations: looking at classroom practice through a mixed method lens|https://link.springer.com/article/10.1007/s11858-018-0915-7
ZDM – Mathematics Education|Professional modellers’ conceptions of the notion of mathematical modelling: ideas for education|https://link.springer.com/article/10.1007/s11858-018-0928-2
ZDM – Mathematics Education|Ways to teach modelling—a 50 year study|https://link.springer.com/article/10.1007/s11858-017-0899-8
ZDM – Mathematics Education|“Why do I have to learn this?” A case study on students’ experiences of the relevance of mathematical modelling activities|https://link.springer.com/article/10.1007/s11858-017-0904-2
ZDM – Mathematics Education|Convergent and divergent thinking in task modification: a case of Korean prospective mathematics teachers’ exploration|https://link.springer.com/article/10.1007/s11858-017-0889-x
ZDM – Mathematics Education|Principles for designing mathematical tasks that enhance imitative and creative reasoning|https://link.springer.com/article/10.1007/s11858-017-0867-3
ZDM – Mathematics Education|Mathematical tasks and the student: navigating “tensions of intentions” between designers, teachers, and students|https://link.springer.com/article/10.1007/s11858-017-0894-0
ZDM – Mathematics Education|Refining teacher design capacity: Mathematics teachers’ interactions with digital curriculum resources|https://link.springer.com/article/10.1007/s11858-017-0870-8
ZDM – Mathematics Education|Digital curriculum resources in mathematics education: foundations for change|https://link.springer.com/article/10.1007/s11858-017-0879-z
ZDM – Mathematics Education|What is made possible to learn when using the variation theory of learning in teaching mathematics?|https://link.springer.com/article/10.1007/s11858-017-0858-4
ZDM – Mathematics Education|Level, strength, and facet-specific self-efficacy in mathematics test performance|https://link.springer.com/article/10.1007/s11858-017-0833-0
ZDM – Mathematics Education|ICME international survey on teachers working and learning through collaboration: June 2016|https://link.springer.com/article/10.1007/s11858-016-0797-5
ZDM – Mathematics Education|Designing and adapting tasks in lesson planning: a critical process of Lesson Study|https://link.springer.com/article/10.1007/s11858-016-0770-3
ZDM – Mathematics Education|Collaborative lesson research: maximizing the impact of lesson study|https://link.springer.com/article/10.1007/s11858-015-0752-x
ZDM – Mathematics Education|Connecting observations of student and teacher learning: an examination of dialogic processes in Lesson Study discussions in mathematics|https://link.springer.com/article/10.1007/s11858-015-0750-z
ZDM – Mathematics Education|The neural correlates of health risk perception in individuals with low and high numeracy|https://link.springer.com/article/10.1007/s11858-016-0761-4
ZDM – Mathematics Education|Perception, interpretation and decision making: understanding gaps between competence and performance—a commentary|https://link.springer.com/article/10.1007/s11858-016-0764-1
ZDM – Mathematics Education|Scaffolding norms of argumentation-based inquiry in a primary mathematics classroom|https://link.springer.com/article/10.1007/s11858-015-0732-1
ZDM – Mathematics Education|Scaffolding and dialogic teaching in mathematics education: introduction and review|https://link.springer.com/article/10.1007/s11858-015-0738-8
ZDM – Mathematics Education|Didactical engineering in France; an insider’s and an outsider’s view on its foundations, its practice and its impact|https://link.springer.com/article/10.1007/s11858-015-0698-z
ZDM – Mathematics Education|Discrete and continuous reasoning about change in primary school classrooms|https://link.springer.com/article/10.1007/s11858-015-0684-5
ZDM – Mathematics Education|The role of cognitive inhibition in different components of arithmetic|https://link.springer.com/article/10.1007/s11858-014-0659-y
