journal_title|article_title|article_link
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Engaging with Colonial Knowledge on African Associational Life: Angola Case Study from 1860 to 1974|https://link.springer.com/article/10.1007/s11266-022-00553-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Not-for-Profit Performance Reporting: A Reflection on Methods, Results and Implications for Practice and Regulation|https://link.springer.com/article/10.1007/s11266-021-00411-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Ethnographies of Volunteering: Providing Nuance to the Links Between Volunteering and Development|https://link.springer.com/article/10.1007/s11266-021-00389-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Illustrating the Value of Critical Methodologies Through Third-sector Gender Studies: A Case for Pluralism|https://link.springer.com/article/10.1007/s11266-021-00425-8
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Multi-method Comprehensive Review: Synthesis and Analysis when Scholarship is International, Interdisciplinary, and Immense|https://link.springer.com/article/10.1007/s11266-021-00388-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|How Within-Study Comparisons can Inform Research and Evaluation Design for the Third Sector|https://link.springer.com/article/10.1007/s11266-022-00464-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Inquiring Systems and Development Led Inquiry: Uniting the Efforts of Farmers, Development Professionals, and Researchers|https://link.springer.com/article/10.1007/s11266-022-00465-8
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|What Features Distinguish the Rural Nongovernmental Organisations that Implement Social Innovations? Evidence from Postcommunist Poland|https://link.springer.com/article/10.1007/s11266-022-00546-8
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Negotiating State-Civil Society Relations in Turkey: The Case of Refugee-Supporting Organizations|https://link.springer.com/article/10.1007/s11266-022-00545-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Social Innovation: Drawing Lines Around the Appropriative Usage by Mainstream Sectors|https://link.springer.com/article/10.1007/s11266-022-00533-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Minding the Gaps: The Role of Finnish Civil Society Organizations in the Labour Market Integration of Migrants|https://link.springer.com/article/10.1007/s11266-021-00334-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Role of Civil Society in the Labour Market Integration of Migrants in Europe: An Introduction|https://link.springer.com/article/10.1007/s11266-022-00530-2
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Those Who Pay the Piper Calls the Tune: Meta-Organisation and Capacities of the Third Sector in Migration Policies|https://link.springer.com/article/10.1007/s11266-021-00412-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Role of Civil Society Organisations in the Integration of Migrants, Refugees and Asylum Seekers in the Italian Labour Market|https://link.springer.com/article/10.1007/s11266-022-00489-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Marginal Players? The Third Sector and Employability Services for Migrants, Refugees and Asylum Seekers in the UK|https://link.springer.com/article/10.1007/s11266-020-00306-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Prosocial Organizational Capabilities in the Work-Integration Social Enterprise|https://link.springer.com/article/10.1007/s11266-022-00523-1
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Shaping Civil Society Leaders: Horizontal and Vertical Boundary Work in Swedish Leadership Training Programmes|https://link.springer.com/article/10.1007/s11266-022-00519-x
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|A Spectrum of Open Social Innovation Within Social Enterprise|https://link.springer.com/article/10.1007/s11266-022-00520-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Moral Elites and the De-Paradoxification of Danish Social Policy Between Civil Society and State (1849–2022)|https://link.springer.com/article/10.1007/s11266-022-00509-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Different Types, Different Reactions? How Civil Society Organizations Respond to Right-Wing Extremism|https://link.springer.com/article/10.1007/s11266-022-00517-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Effects of Government Contracting of Services on NGOs in China: Convergence and Divergence with International Experience|https://link.springer.com/article/10.1007/s11266-021-00383-1
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Where I Belong: Identification Processes of Young Volunteers in Super-Diverse Cities|https://link.springer.com/article/10.1007/s11266-021-00404-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Long-Term Dynamics of Voluntary Engagement: Differentiating Social Structural from Cohort and Period Effects|https://link.springer.com/article/10.1007/s11266-022-00518-y
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Reintermediating Voluntary Action: The Path-Dependent Pluralization of the Italian Volunteering Field|https://link.springer.com/article/10.1007/s11266-021-00386-y
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|How Hybrid Organizations Respond to Institutional Complexity: The Case of Norway|https://link.springer.com/article/10.1007/s11266-022-00514-2
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Role of Nonprofit–Private Collaboration for Nonprofits’ Organizational Resilience|https://link.springer.com/article/10.1007/s11266-021-00424-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Influence of Gender Equality on Volunteering Among European Senior Citizens|https://link.springer.com/article/10.1007/s11266-021-00443-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|How Does an Authoritarian State Co-opt Its Social Scientists Studying Civil Society?|https://link.springer.com/article/10.1007/s11266-022-00510-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Differential Impact of the COVID-19 Crisis on Small-Scale Development Initiatives, a Cross-Country Comparison|https://link.springer.com/article/10.1007/s11266-021-00385-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Religious Participation and Civic Engagement in a Secular Context: Evidence from Sweden on the Correlates of Attending Religious Services|https://link.springer.com/article/10.1007/s11266-021-00353-7
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|For the Love of Art? Episodic Volunteering at Cultural Events|https://link.springer.com/article/10.1007/s11266-021-00392-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Capital, Inequality, and Volunteering|https://link.springer.com/article/10.1007/s11266-022-00501-7
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Challenge of Societal Recognition of Humanitarian and Development NGO Practitioners in Japan: A Volunteer or a Professional?|https://link.springer.com/article/10.1007/s11266-022-00497-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|What Works to Increase Charitable Donations? A Meta-Review with Meta-Meta-Analysis|https://link.springer.com/article/10.1007/s11266-022-00499-y
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|COVID-19 and Civil Society in Southeast Asia: Beyond Shrinking Civic Space|https://link.springer.com/article/10.1007/s11266-022-00496-1
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Together Yet Apart: Remedies for Tensions Between Volunteers and Health Care Professionals in Inter-professional Collaboration|https://link.springer.com/article/10.1007/s11266-022-00492-5
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Agile, Institutionalised, and Dependency-driven: Multifaceted Forms of the Collaboration Agency of Third-sector Organisations|https://link.springer.com/article/10.1007/s11266-022-00485-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Tweeting in the ‘Expert Bubble’: Social Media Engagement of German Private Environmental Foundations|https://link.springer.com/article/10.1007/s11266-022-00484-5
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Elderly Volunteering in Europe: The Relationship Between Volunteering and Quality of Life Depends on Volunteering Rates|https://link.springer.com/article/10.1007/s11266-020-00267-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Informal Volunteering and Socialization Effects: Examining Modelling and Encouragement by Parents and Partner|https://link.springer.com/article/10.1007/s11266-021-00315-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|“I have Felt so Much Joy”: The Role of Emotions in Community Sponsorship of Refugees|https://link.springer.com/article/10.1007/s11266-021-00349-3
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Who Needs the Experts? The Politics and Practices of Alternative Humanitarianism and Its Relationship to NGOs|https://link.springer.com/article/10.1007/s11266-021-00354-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Paradoxes in the Management of Timebanks in the UK’s Voluntary Sector: Discursive Bricolage and its Limits|https://link.springer.com/article/10.1007/s11266-022-00467-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Speaking Acquaintances or Helpers in Need: Participation in Civic Associations and Individual Social Capital|https://link.springer.com/article/10.1007/s11266-020-00274-x
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Exhibiting Inclusion: An Examination of Race, Ethnicity, and Museum Participation|https://link.springer.com/article/10.1007/s11266-021-00322-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Treacherous Elasticity, Callous Boundaries: Aspiring Volunteer Initiatives in the Field of Refugee Support in Rotterdam|https://link.springer.com/article/10.1007/s11266-020-00260-3
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|You Shall (Not) Pass: Strategies for Third-Party Gatekeepers to Enhance Volunteer Inclusion|https://link.springer.com/article/10.1007/s11266-021-00384-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Determinants of Volunteering Within a Social Housing Community|https://link.springer.com/article/10.1007/s11266-020-00275-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Volunteering Hierarchies in the Global South: Remuneration and Livelihoods|https://link.springer.com/article/10.1007/s11266-020-00254-1
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Who Is in Charge? Social Inequality in Different Fields of Volunteering|https://link.springer.com/article/10.1007/s11266-020-00313-7
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Collective Deliberations and Hearts on Fire: Experiential Knowledge Among Entrepreneurs and Organisations in the Mental Health Service User Movement|https://link.springer.com/article/10.1007/s11266-020-00233-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Volunteering and Policy Makers: The Political Uses of the UK Conservative Party’s International Development Volunteering Projects|https://link.springer.com/article/10.1007/s11266-020-00222-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Who are Volunteers in Urban China?|https://link.springer.com/article/10.1007/s11266-020-00251-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Explaining the Varieties of Volunteering in Europe: A Capability Approach|https://link.springer.com/article/10.1007/s11266-021-00347-5
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Social Enterprise and Self-rated Health Among Low-Income Individuals in South Korea: A Multilevel Analysis|https://link.springer.com/article/10.1007/s11266-021-00357-3
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Financial Resilience, Income Dependence and Organisational Survival in UK Charities|https://link.springer.com/article/10.1007/s11266-020-00311-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Multitasking NPOs: An Analysis of the Relationship Between Funding Intentions and Nonprofit Capacities|https://link.springer.com/article/10.1007/s11266-021-00364-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Rediscovering the Cooperative Enterprise: A Systematic Review of Current Topics and Avenues for Future Research|https://link.springer.com/article/10.1007/s11266-021-00328-8
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Complementarities in CSO Collaborations: How Working with Diversity Produces Advantages|https://link.springer.com/article/10.1007/s11266-020-00227-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Understanding the Role of Outsiders in Community-Based Development Interventions: A Framework with Findings from Iran|https://link.springer.com/article/10.1007/s11266-021-00339-5
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Hallmarks of the Political in Community Organizing: An Arendtian Perspective|https://link.springer.com/article/10.1007/s11266-021-00372-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Social Production of Invited Spaces: Toward an Understanding of the Invitational Character of Spaces for Citizens’ Initiatives|https://link.springer.com/article/10.1007/s11266-020-00310-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Collaboration, Co-Optation or Navigation? The Role of Civil Society in Disaster Governance in India|https://link.springer.com/article/10.1007/s11266-021-00344-8
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Meghan Elizabeth Kallman, The Death of Idealism: Development and Anti-politics in the Peace Corps, Columbia University Press, New York, 2020, pp320. ISBN: 9,780,231,189,699. $28.00/£22.00|https://link.springer.com/article/10.1007/s11266-021-00323-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Representing the ‘Voice’ of Patients: How Third Sector Organisations Conceptualise and Communicate Experiential Knowledge in Health Service Development|https://link.springer.com/article/10.1007/s11266-020-00296-5
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Understanding the Microfoundations of Government–Civil Society Relations|https://link.springer.com/article/10.1007/s11266-020-00221-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Think Tanks: New Organizational Actors in a Changing Swedish Civil Society|https://link.springer.com/article/10.1007/s11266-019-00174-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Interest Groups, NGOs or Civil Society Organisations? The Framing of Non-State Actors in the EU|https://link.springer.com/article/10.1007/s11266-020-00283-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Katja Levy & Knut Benjamin Pissler: Charity with Chinese Characteristics|https://link.springer.com/article/10.1007/s11266-021-00319-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|How Billionaires Explain Their Philanthropy: A Mixed-Method Analysis of the Giving Pledge Letters|https://link.springer.com/article/10.1007/s11266-021-00338-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Global Study of Philanthropic Behavior|https://link.springer.com/article/10.1007/s11266-020-00279-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Contemporary Philanthropy in the Spotlight: Pushing the Boundaries of Research on a Global and Contested Social Practice|https://link.springer.com/article/10.1007/s11266-021-00343-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Corporate Foundations as Hybrid Organizations: A Systematic Review of Literature|https://link.springer.com/article/10.1007/s11266-021-00318-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Helmut K. Anheier and Stefan Toepler (eds.), The Routledge Companion to Nonprofit Management|https://link.springer.com/article/10.1007/s11266-020-00298-3
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Know Your Counterparts: The Importance of Wording for Stakeholder Communication in Social Franchise Enterprises|https://link.springer.com/article/10.1007/s11266-020-00289-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|GRI Sustainability Reporting by INGOs: A Way Forward for Improving Accountability?|https://link.springer.com/article/10.1007/s11266-018-9976-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Scarring Effect of the 2008 Economic Crisis: Growth and Growth Decline in Austria’s Nonprofit Social Services Sector|https://link.springer.com/article/10.1007/s11266-020-00234-5
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Toward a New Social Contract? The Participation of Civil Society in Swedish Welfare Policymaking, 1958–2012|https://link.springer.com/article/10.1007/s11266-017-9919-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Community Asset Transfer of Leisure Facilities in the UK: A Review and Research Agenda|https://link.springer.com/article/10.1007/s11266-020-00263-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Do Professionals Take Over? Professionalisation and Membership Influence in Civil Society Organisations|https://link.springer.com/article/10.1007/s11266-020-00214-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Use of 360° Video by International Humanitarian Aid Organizations to Spread Social Messages and Increase Engagement|https://link.springer.com/article/10.1007/s11266-020-00280-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Creating Organisational Strength from Operationalising Restrictions: Welfare Non-profit Organisations in the Russian Federation|https://link.springer.com/article/10.1007/s11266-020-00271-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Social Innovation Ignored: Framing Nonprofit Activities in European News Media|https://link.springer.com/article/10.1007/s11266-020-00224-7
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|How and Why Do Social and Sustainable Initiatives Scale? A Systematic Review of the Literature on Social Entrepreneurship and Grassroots Innovation|https://link.springer.com/article/10.1007/s11266-020-00208-7
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Examining Patterns of Food Bank Use Over Twenty-Five Years in Vancouver, Canada|https://link.springer.com/article/10.1007/s11266-018-0039-2
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|NGOization of Islamic Charity: Claiming Legitimacy in Changing Institutional Contexts|https://link.springer.com/article/10.1007/s11266-017-9892-7
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Accountability and Relationship-Definition Among Food Banks Partnerships|https://link.springer.com/article/10.1007/s11266-019-00150-3
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Incompatibility of System and Lifeworld Understandings of Food Insecurity and the Provision of Food Aid in an English City|https://link.springer.com/article/10.1007/s11266-018-0018-7
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Civil Society and Its Institutional Context in CEE|https://link.springer.com/article/10.1007/s11266-019-00106-7
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Social Enterprises’ Hybridity in the Concept of Institutional Logics: Evidence from Polish NGOs|https://link.springer.com/article/10.1007/s11266-020-00195-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Traits of Leaders of Rural Non-governmental Organisations as Predictors of Collaboration Between NGOs and Rural Gmina Offices: Voices from Central Poland|https://link.springer.com/article/10.1007/s11266-018-9999-5
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Field Emergence in Civil Society: A Theoretical Framework and Its Application to Community-Led Housing Organisations in England|https://link.springer.com/article/10.1007/s11266-019-00138-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|How to Nail the Multiple Identities of an Organization? A Content Analysis of Projected Identity|https://link.springer.com/article/10.1007/s11266-019-00157-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Quality Differences of Public, For-Profit and Nonprofit Providers in Scandinavian Welfare? User Satisfaction in Kindergartens|https://link.springer.com/article/10.1007/s11266-019-00169-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Methods for Classifying Nonprofit Organizations According to their Field of Activity: A Report on Semi-automated Methods Based on Text|https://link.springer.com/article/10.1007/s11266-019-00181-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Partnerships and the Good-Governance Agenda: Improving Service Delivery Through State–NGO Collaborations|https://link.springer.com/article/10.1007/s11266-017-9937-y
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Aid Reduction and NGDOs’ Quest for Sustainability in Ghana: Can Philanthropic Institutions Serve as Alternative Resource Mobilisation Routes?|https://link.springer.com/article/10.1007/s11266-017-9931-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Obligation to Volunteer as Fair Reciprocity? Welfare Recipients’ Perceptions of Giving Back to Society|https://link.springer.com/article/10.1007/s11266-018-00082-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Social Capital in Emerging Collaboration Between NPOs and Volunteers: Performance Effects and Sustainability Prospects in Disaster Relief|https://link.springer.com/article/10.1007/s11266-019-00123-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|A Rapid Review of Barriers to Volunteering for Potentially Disadvantaged Groups and Implications for Health Inequalities|https://link.springer.com/article/10.1007/s11266-019-00119-2
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Getting into the ‘Giving Habit’: The Dynamics of Volunteering in the UK|https://link.springer.com/article/10.1007/s11266-019-00133-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Citizens in Action, What Do They Accomplish? A Systematic Literature Review of Citizen Initiatives, Their Main Characteristics, Outcomes, and Factors|https://link.springer.com/article/10.1007/s11266-019-00129-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Should I Stay or Should I Go? Engaging and Disengaging Experiences in Welfare-Sector Volunteering|https://link.springer.com/article/10.1007/s11266-019-00122-7
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Bonding or Bridging? Volunteering Among the Members of Six Thriving Evangelical Congregations in the Netherlands|https://link.springer.com/article/10.1007/s11266-019-00160-1
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Does Charity Begin at Home? National Identity and Donating to Domestic Versus International Charities|https://link.springer.com/article/10.1007/s11266-019-00102-x
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Developing the Potential for Change: Challenging Power Through Social Entrepreneurship in the Netherlands|https://link.springer.com/article/10.1007/s11266-019-00107-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Reciprocity Dimension of Solidarity: Insights from Three European Countries|https://link.springer.com/article/10.1007/s11266-018-0031-x
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|A Habit of Social Action: Understanding the Factors Associated with Adolescents Who Have Made a Habit of Helping Others|https://link.springer.com/article/10.1007/s11266-018-00070-8
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|From Pillarized Active Membership to Populist Active Citizenship: The Dutch Do Democracy|https://link.springer.com/article/10.1007/s11266-018-00058-4
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|From Fellowship to Stewardship? Explaining Extra-Role Behavior of Volunteer Firefighters|https://link.springer.com/article/10.1007/s11266-018-0035-6
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Organizing the Unexpected: How Civil Society Organizations Dealt with the Refugee Crisis|https://link.springer.com/article/10.1007/s11266-018-00050-y
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Services Wanted? Understanding the Non-take-up of Social Support at the Local Level|https://link.springer.com/article/10.1007/s11266-018-00060-w
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Connecting Society and Policymakers? Conceptualizing and Measuring the Capacity of Civil Society Organizations to Act as Transmission Belts|https://link.springer.com/article/10.1007/s11266-018-00051-x
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Impact of Societal-Level Institutional Logics on Hybridity: Evidence from Nonprofit Organizations in England and France|https://link.springer.com/article/10.1007/s11266-018-9996-8
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Crisis Response via Dynamic Capabilities: A Necessity in NPOs’ Capability Building|https://link.springer.com/article/10.1007/s11266-017-9940-3
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Change and Tensions in Non-profit Organizations: Beyond the Isomorphism Trajectory|https://link.springer.com/article/10.1007/s11266-018-0021-z
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|The Creation of an Unsolicited Organization: Victim Support Sweden|https://link.springer.com/article/10.1007/s11266-018-9978-x
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Entrepreneurial NPOs in Russia: Rationalizing the Mission|https://link.springer.com/article/10.1007/s11266-018-0016-9
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Civic Agency in Governance: The Role of Legitimacy with Citizens vs. Donors|https://link.springer.com/article/10.1007/s11266-018-0020-0
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Advocacy Compromised: How Financial, Organizational and Institutional Factors Shape Advocacy Strategies of Civil Society Organizations|https://link.springer.com/article/10.1007/s11266-017-9900-y
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|One of a Kind, or All of One Kind? Groups of Political Participants and Their Distinctive Outlook on Society|https://link.springer.com/article/10.1007/s11266-018-0002-2
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Urban Social Movements and the Right to the City: An Introduction to the Special Issue on Urban Mobilization|https://link.springer.com/article/10.1007/s11266-018-0030-y
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Forces of Altermodernization: Urban Social Movements and the New Urban Question in Contemporary Poland|https://link.springer.com/article/10.1007/s11266-018-0007-x
VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations|Social Movements Seen as Radical Political Actors: The Case of the Polish Tenants’ Movement|https://link.springer.com/article/10.1007/s11266-017-9917-2
