Oceanology;Oceanology Oceanography;Oceanology is an international peerreviewed journal Founded in 1961 Oceanology is the leading journal in all areas of the marine sciences It publishes original papers in all fields of theoretical and experimental research in physical chemical biological geological and technical oceanology and information about cruises and events of interest to the oceanographic community The journal welcomes manuscripts from all countries PEER REVIEW Oceanology is a peer reviewed journal We use a single blind peer review format Our team of reviewers includes over 70 external experts The average period from submission to first decision is 60 days The average rejection rate for submitted manuscripts is 10 The final decision on the acceptance of an article for publication is made by the Editorial Board Any invited reviewer who feels unqualified or unable to review the manuscript due to the conflict of interests should promptly notify the editors and decline the invitation Reviewers should formulate their statements clearly in a sound and reasoned way so that authors can use reviewers arguments to improve the manuscript Personal criticism of the authors must be avoided Reviewers should indicate in a review i any relevant published work that has not been cited by the authors ii anything that has been reported in previous publications and not given appropriate reference or citation ii any substantial similarity or overlap with any other manuscript published or unpublished of which they have personal knowledge Offers research papers in physical chemical biological geological and technical oceanology Includes news of conferences symposia cruises and other events Founded in 1961
Odontology;Odontology Dentistry Oral and Maxillofacial Surgery;The Journal Odontology covers all disciplines involved in the fields of dentistry and craniofacial research including molecular studies related to oral health and disease Peerreviewed articles cover topics ranging from research on human dental pulp to comparisons of analgesics in surgery to analysis of biofilm properties of dental plaque Odontology is the official Journal of the Society of the Nippon Dental University Covers all disciplines involved in the fields of dentistry and craniofacial research Topics range from research on human dental pulp to comparison of analgesics in surgery to analysis of biofilm properties of dental plaque Official Journal of the Society of the Nippon Dental University 100 of authors who answered a survey reported that they would definitely publish or probably publish in the journal again
Oecologia;Oecologia Ecology Plant Sciences HydrologyWater Resources;Oecologia publishes innovative ecological research of general interest to a broad international audience We publish several types of manuscripts in many areas of ecology Why publish with us We are one of the most highly cited journals in ecology with 37755 citations in 2021 We welcome research from across the entire field of ecology including the latest investigations in physiological ecology conservation ecology behavioral ecology population and community ecology plantmicrobeanimal interactions ecosystem ecology global change ecology and conservation ecology This journal welcomes contributions that support and advance the UNs sustainable development goals in particular SDG 14 Life Below Water and SDG 15 Life on Land Our renowned team of EditorsinChief and highly regarded Editorial Board includes some of the worlds leading voices in ecological research Our editorial board nominates the papers for the dedicated section of Highlighted Student Research Each year two awards are given to the outstanding papers by student authors No publication charges unless publishing open access
Oncologie;Oncologie Oncology;
Oncology Reviews;Oncology Reviews Oncology;
Oncology and Therapy;Oncology and Therapy Internal Medicine;Oncology and Therapy is an international open access peerreviewed singleblind and rapid publication journal The scope of the journal is broad dedicated to the publication of highquality clinical observational realworld patient care and health outcomes research around the discovery development and use of therapeutics and interventions across all areas of oncology The key features of the journal are Rapid publication The journal aims for a 2week peer review 34 weeks from acceptance to online Open access All articles published open access CCBYNC Inclusivity All scientifically sound research considered be it positive confirmatory or negative data Research is considered from preclinical clinical phase realworld and health economics outcomes studies Submissions are welcomed whether they relate to an international or a countryspecific audience Personal service The journals team will reformat articles and upload submissions on behalf of authors if necessary Digital Features and Plain Language Summaries These peerreviewed features are welcomed to help enhance the educational value of a manuscript for more information see Author Information Guidelines for digital features and plain language summaries under Submission guidelines Publication fees Upon acceptance of an article authors will be required to pay the mandatory Rapid Service Fee of 4500 5600 4100 The journal will consider fee discounts and waivers for developing countries and this is decided on a case by case basis If you would like to request a discount or waiver please do so either ahead of submission or at the very start of the submission process Requests made after this stage will not be considered Research on therapeutics and interventions across all oncology areas Rapid publication and personal point of contact throughout as standard Maximum visibility with open access
Oncomagazine;Oncomagazine Oncology Radiotherapy MedicinePublic Health general;
Onderwijs en gezondheidszorg;Onderwijs en gezondheidszorg MedicinePublic Health general;
One Health Advances;One Health Advances Veterinary MedicineVeterinary Science Health Promotion and Disease Prevention Veterinary Microbiology Parasitology and Infectious Diseases Food Science Animal Genetics and Genomics Animal Ecology;
One Health Outlook;One Health Outlook Public Health;
Onkopipeline;Onkopipeline Oncology Cancer Research Molecular Medicine Surgical Oncology Antibodies;
Open Economies Review;Open Economies Review International Economics Development Economics European Integration MacroeconomicsMonetary EconomicsFinancial Economics Economic Policy;Open Economies Review features theoretical and empirical studies examining international economic issues or national economic issues with transnational relevance In addition it explores specific events emanating from important branches of the literature This journal provides a forum for all viewpoints and schools of thought encouraging interdisciplinary communication and interaction among researchers in the field Among the topics addressed in the journal are models and applications of trade flows commercial policy adjustment mechanisms to external imbalances exchange rate movements alternative monetary regimes real and financial integration monetary union economic development and external debt Officially cited as Open Econ Rev Features theoretical and empirical studies dealing with international economic issues or national economic issues with transnational relevance Provides a forum for all viewpoints and schools of thought Encourages interdisciplinary communication and interaction among researchers in the field
Open Geospatial Data Software and Standards;Open Geospatial Data Software and Standards Geographical Information SystemsCartography Information Systems Applications incl Internet Communications Engineering Networks;
Open Systems and Information Dynamics;Open Systems and Information Dynamics Complex Systems Information and Communication Circuits Applications of Mathematics Systems Theory Control Mechanical Engineering;
Operational Research;Operational Research Operations ResearchDecision Theory Operations Research Management Science Computational Intelligence;Operational Research An International Journal ORIJ publishes high quality scientific papers that contribute significantly to the fields of operational researchmanagement science ORMS and business analytics ORIJ focuses on papers presenting new theoretical insights and developments as well as realworld case studies illustrating the implementation of OR approaches in practice Papers exploring the interactions of ORMS with other relevant disciplines such as information technology computer science artificial intelligence soft computing and electronic services are of particular interest This is a unique feature of ORIJ compared to other existing OR journals providing the means to explore new directions in ORMS research in an interdisciplinary context Overview papers from eminent scientists in significant fields of ORMS and business analytics that review the stateoftheart in these fields are also welcome Explores interactions of ORMS with other relevant disciplines Presents new theoretical insights and developments as well as realworld case studies Coverage extends to information technology computer science artificial intelligence soft computing and electronic services
Operations Management Research;Operations Management Research Operations Management Engineering Economics Organization Logistics Marketing Industrial and Production Engineering Operations ResearchDecision Theory Management InnovationTechnology Management;Operations Management Research Advancing Practice through Theory publishes short focused research studies that advance the theory and practice of operations management OMR is a rigorous doubleblind peerreviewed journal that is oriented toward fast reviews and publication of highquality research that makes a clear contribution to the science and practice of operations management in todays global institutions Coverage includes all topics in operations management as well as research paradigms Presents research that advances the theory and practice of operations management Oriented toward research that contributes to operations management in global institutions Includes all aspects of operations management from manufacturing and supply chain to health care and service operations Welcomes a variety of research methodologies including case action survey mathematical modeling simulation etc
Operations Research Forum;Operations Research Forum Operations ResearchDecision Theory Optimization Applications of Mathematics Mathematical and Computational Engineering Math Applications in Computer Science;Please note this journals peer review system has changed it now uses Snapp Springer Natures Article Processing Platform See the journal updates page for more information Operations Research Forum is a journal that serves the Operations Research community by addressing a broad range of topics perspectives methodologies and industry applications to foster communication among academics and practitioners theory and application and a variety of disciplines eg applied mathematics computer science business and economics and engineering The journal covers the entire spectrum of topics perspectives methodologies and industry applications in Operations Research including but not limited to Algorithms Analytics Artificial Intelligence Computational Economics Data Mining Data Sciences Discrete Mathematics Financial Engineering Forecasting Linear Programming Logistics Optimization Mathematical Robust Stochastic Machine Learning Management Science Mathematical Programming Networks Scheduling Simulation Supply Chain Management Sustainability Theoretical Computer Science with applications in a broad range of industries including Education Energy Environment Health Care Manufacturing and Transportation Article types reflecting the diversity of the community and the types of contributions to the field include original research articles surveysexpositions short communications book reviews reports on computational studies case studies tutorials presentations of new and innovative practical applications preregistration of experiments through which either positive or negative results may be reported Operations Research Forum encourages the submission of videos letters to the Editors opinions and commentaries interviews observations on timely topics and other supplementary electronic materials designed to enhance reader engagement Of particular interest are contributions that identify and critically discuss trends or contribute to the publics understanding of ORits motivations its results its impact In its commitment to promoting education the journal welcomes submission of articles from students and their mentors The journal is committed to being an efficient enterprise to serve the community We strive for a constructive peerreview process to be conducted in a timely fashion with all accepted articles immediately being assigned to a specific volume upon publication In addition to direct submissions Operations Research Forum also considers papers that have been referred from Springer Natures prestigious Operations Research Optimization and Management Science journals portfolio Broadbased journal for the entire Operations Research community covering perspectives methodologies and applications Offers a variety of articles types including research articles case studies tutorials review articles preregistration of experiments and editorials in order to encourage innovation and engagement Committed to an efficient and constructive peer review process with all accepted articles being assigned to a volume immediately upon publication No color or page charges free submission and is free to access for the first two years of publication Opportunities to publish Topical Collections on emerging topics and issues in the field
Operative Orthopdie und Traumatologie;Operative Orthopdie und Traumatologie Surgical Orthopedics Traumatic Surgery Anatomy Hand Surgery Plastic Surgery Orthopedics;Die Operative Orthopdie und Traumatologie wendet sich an alle operativ ttige rztinnen und rzte im Bereich der Orthopdie Traumatologie Allgemeinchirurgie Handchirurgie Sportmedizin rztinnen und rzte anderer chirurgischer Fachrichtungen sowie niedergelassenen Unfallchirurginnen und chirurgen Orthopdinnen und Orthopden sowie Rheumatologinnen und Rheumatologen die zur Patientenberatung und Operationsvorbereitung wie auch zur Nachsorge fundierte Informationen zu aktuellen Operationsmethoden bentigen Die Zeitschrift stellt bewhrte und neue Operationsverfahren in einheitlich strukturierten und aufwendig illustrierten Beitrgen dar Von den Indikationen Kontraindikationen der Patientenaufklrung Operationsvorbereitung und Operationsetappen bis hin zur Nachsorge werden alle Gesichtspunkte Schritt fr Schritt vorgestellt Auch auf Vor und Nachteile mgliche Komplikationen Fehler und Gefahren der Methoden sowie aussagekrftige Ergebnisse mit ihren Bewertungskriterien wird eingegangen Damit bietet die Operative Orthopdie und Traumatologie allen operativ ttigen rztinnen und rzte aber auch allen deren Schwerpunkte auf spezialisierten oder konservativen Gebieten liegen wichtige Entscheidungshilfen sie stellt mehr als 30 Jahre nach ihrem ersten Erscheinen im Fachschrifttum eine ansehnliche auch die aktuellen Entwicklungen enthaltende Operationslehre dar
Ophthalmology and Therapy;Ophthalmology and Therapy Internal Medicine Ophthalmology;Ophthalmology and Therapy is an international open access peerreviewed singleblind and rapid publication journal The scope of the journal is broad covering the use of ophthalmological therapies devices and surgical techniques The key features of the journal are Rapid publication The journal aims for a 2week peer review 34 weeks from acceptance to online Open access All articles published open access CCBYNC Inclusivity All scientifically sound research considered be it positive confirmatory or negative data Research is considered from preclinical clinical phase realworld and health economics outcomes studies Submissions are welcomed whether they relate to an international or a countryspecific audience Personal service The journals team will reformat articles and upload submissions on behalf of authors if necessary Digital Features and Plain Language Summaries These peerreviewed features are welcomed to help enhance the educational value of a manuscript for more information see Author Information Guidelines for digital features and plain language summaries under Submission guidelines Publication fees Upon acceptance of an article authors will be required to pay the mandatory Rapid Service Fee of 550068504700 The journal will consider fee discounts and waivers for developing countries and this is decided on a case by case basis If you would like to request a discount or waiver please do so either ahead of submission or at the very start of the submission process Requests made after this stage will not be considered Contact For more information about the journal including presubmission enquiries please contact Christopher Vautrinot at christophervautrinotspringercom Presenting research around ophthalmological therapies devices and surgical techniques Rapid publication and personal point of contact throughout Maximum visibility with open access
Optical Memory and Neural Networks;Optical Memory and Neural Networks Information Storage and Retrieval Complexity;Optical Memory and Neural Networks is an international peerreviewed journal that covers a wide range of problems in information optics such as optical memory mechanisms for optical data recording and processing photosensitive materials optical optoelectronic and holographic nanostructures articles on optics and photonics and many other related topics Papers on memory systems using holographic and biological structures and concepts of brain operation are also included The journal pays particular attention to research in the field of neural net systems that may lead to a new generation of computational technologies by endowing them with intelligence The journal welcomes manuscripts from all countries PEER REVIEW Optical Memory and Neural Networks is a peer reviewed journal We use a single blind peer review format Our team of reviewers includes over 50 experts both internal and external 90 from 7 countries The average period from submission to first decision in 2019 was 35 days and that from first decision to acceptance was 15 days The rejection rate for submitted manuscripts in 2019 was 30 The final decision on the acceptance of an article for publication is made by the EditorsinChief Any invited reviewer who feels unqualified or unable to review the manuscript due to the conflict of interests should promptly notify the editors and decline the invitation Reviewers should formulate their statements clearly in a sound and reasoned way so that authors can use reviewers arguments to improve the manuscript Personal criticism of the authors must be avoided Reviewers should indicate in a review i any relevant published work that has not been cited by the authors ii anything that has been reported in previous publications and not given appropriate reference or citation ii any substantial similarity or overlap with any other manuscript published or unpublished of which they have personal knowledge Covers a wide range of issues in information optics Reports on theoretical researches and applications in different fields Pays particular attention to research in the field of neural net systems that may lead to a new generation of computing devices
Optical Nanoscopy;Optical Nanoscopy Biological Microscopy Biological and Medical Physics Biophysics Nanotechnology Biological Techniques Biochemistry general;
Optical Networks Magazine;Optical Networks Magazine Computer Communication Networks Electrical Engineering Characterization and Evaluation of Materials;
Optical Review;Optical Review Optics Lasers Photonics Optical Devices Atomic Molecular Optical and Plasma Physics Quantum Optics Microwaves RF and Optical Engineering;Optical Review is an international journal presenting top results in optical science and technology The scope of the journal includes general and physical optics quantum optics and spectroscopy information optics photonics and optoelectronics lasers nonlinear optics optical systems and technologies optical materials and manufacturing technologies environmental biological and space optics vision infrared and short wavelength optics and other optical methods and applications The international advisory board includes renowned scientists from 24 countries Publishes research and invited review papers in all branches of optics on the bimonthly basis An official journal of the Optical Society of Japan
Optical and Quantum Electronics;Optical and Quantum Electronics Optics Lasers Photonics Optical Devices Electrical Engineering Characterization and Evaluation of Materials Computer Communication Networks;Optical and Quantum Electronics provides an international forum for the publication of original research papers tutorial reviews and letters in such fields as optical physics optical engineering and optoelectronics Special issues are published on topics of current interest Optical and Quantum Electronics is published monthly It is concerned with the technology and physics of optical systems components and devices ie with topics such as optical fibres semiconductor lasers and LEDs light detection and imaging devices nanophotonics photonic integration and optoelectronic integrated circuits silicon photonics displays optical communications from devices to systems materials for photonics eg semiconductors glasses graphene the physics and simulation of optical devices and systems nanotechnologies in photonics including engineered nanostructures such as photonic crystals subwavelength photonic structures metamaterials and plasmonics advanced quantum and optoelectronic applications eg quantum computing memory and communications quantum sensing and quantum dots photonic sensors and biosensors Terahertz phenomena nonlinear optics and ultrafast phenomena green photonics Special issues are published on topics of current interest An international forum for original research papers tutorial reviews and letters in optical physics optical engineering and optoelectronics Coverage includes solid state and gas lasers optical communication systems fibres and planar waveguides nonlinear optics ultrafast phenomena optical storage photonic switching and more Special issues focus on topics of current interest 100 of authors who answered a survey reported that they would definitely publish or probably publish in the journal again
Optics and Spectroscopy;Optics and Spectroscopy Optics Lasers Photonics Optical Devices;Optics and Spectroscopy founded in 1956 is an international peerreviewed journal which accepts for publication original and review papers in various fields of modern optics and spectroscopy in the wavelength range from radio waves to Xrays Topics covered by the journal include problems of theoretical and experimental spectroscopy of atoms molecules and condensed state physics and technology of lasers and lightmatter interaction nanooptics optics of femtosecond and ultrashort pulses nonlinear and quantum optics physical and geometrical optics holography physical principles of optical instrument making fiber optics photonics and optical computer systems and mathematical modeling of optical phenomena The journal welcomes manuscripts from all countries PEER REVIEW Optics and Spectroscopy is a peer reviewed journal We use a single blind peer review format Our team of reviewers includes 98 experts from 6 countries Russia Israel France USA Canada Poland The final decision on the acceptance of an article for publication is made by the Editorial Board Any invited reviewer who feels unqualified or unable to review the manuscript due to the conflict of interests should promptly notify the editors and decline the invitation Reviewers should formulate their statements clearly in a sound and reasoned way so that authors can use reviewers arguments to improve the manuscript Personal criticism of the authors must be avoided Reviewers should indicate in a review i any relevant published work that has not been cited by the authors ii anything that has been reported in previous publications and not given appropriate reference or citation ii any substantial similarity or overlap with any other manuscript published or unpublished of which they have personal knowledge Presents original and review papers in various fields of modern optics and spectroscopy Covers the entire wavelength range from radio waves to Xrays Explores theoretical and experimental spectroscopy of atoms molecules and condensed state interaction of laser radiation with matter physical and geometrical optics and principles of optical instrument making
Optimization Letters;Optimization Letters Optimization Operations ResearchDecision Theory Computational Intelligence Numerical and Computational Physics Simulation;Optimization Letters covers all aspects of optimization including theory algorithms computational studies and applications This journal provides an outlet for short communications in the field as optimization continues to develop and expand across disciplines at an astonishing rate Optimization Letters features concise and succinct articles approximately 15 journal pages in length Articles featured within this journal are accessible to readers working in optimization searching for information on recent developments within the field Officially cited as Optim Lett Covers all aspects of optimization including theory algorithms computational studies and applications Provides an outlet for the rapid publication of short communications in the field by offering concise short articles limited to a total of ten journal pages Journal awards an annual Best Paper Award
